F0009|전국대표번호|P|유선전화|1||||N|N|N|20010101|99991231|Y|N|N|N|20110304000000|N|
F0010|전국대표번호프리미엄|P|유선전화|1||||N|N|N|20050101|99991231|Y|N|N|N|20110304000000|N|
F0011|MCS서비스|P|유선전화|1||||N|N|N|20091008|99991231|Y|N|N|N|20110304000000|N|
F0012|전화정보(PRM)|P|유선전화|1||||N|N|N|20010101|99991231|Y|N|N|N|20110304000000|N|
F0013|평생번호프리미엄|P|유선전화|1||||N|N|N|20020301|99991231|N|N|N|N|20110304000000|N|
F0014|국제착신과금|P|유선전화|1||||N|N|N|20021114|99991231|Y|N|N|N|20170602003000|N|
F0015|국제HCD발신서비스|P|유선전화|1||||N|N|N|20060822|99991231|Y|N|N|N|20170602003000|N|
F0016|Say 1680|P|유선전화|1||||N|N|N|20091022|99991231|N|N|N|N|20110304000000|N|
F0017|기업SMS서비스(지능망)|P|유선전화|1||||N|N|N|20100616|99991231|Y|N|N|N|20110304000000|N|
I0039|CDN(GS씨디네트웍스)|E|기업IDC|1||||N|N|N|20050526|99991231|Y|N|N|N|20170602003000|N|
I0040|Compression&Caching|E|기업IDC|1||||N|N|N|20020110|99991231|Y|N|N|N|20170602003000|N|
I0041|Data Insurance|E|기업IDC|1||||N|N|N|20010101|99991231|Y|N|N|N|20170602003000|N|
I0042|DB보안(선도아이디티)|E|기업IDC|1||||N|N|N|20071019|99991231|Y|N|N|N|20170602003000|N|
I0043|DDos보안(TND시스템)|E|기업IDC|1||||N|N|N|20080925|99991231|Y|N|N|N|20170602003000|N|
I0044|DDos보안(Zone)|E|기업IDC|1||||N|N|N|20090116|99991231|Y|N|N|N|20110304000000|N|
I0045|EC호스팅|E|기업IDC|1||||N|N|N|20010101|99991231|Y|N|N|N|20170602003000|N|
I0046|HotScript|E|기업IDC|1||||N|N|N|20010905|99991231|Y|N|N|N|20170602003000|N|
I0047|MS ASP|E|기업IDC|1||||N|N|N|20110101|20110101|Y|N|N|N|20110304000000|N|
I0048|MS-ASP서비스|E|기업IDC|1||||N|N|N|20031217|99991231|Y|N|N|N|20110304000000|N|
I0049|MSP|E|기업IDC|1||||N|N|N|20110101|20110101|Y|N|N|N|20110304000000|N|
I0050|MSP서비스|E|기업IDC|1||||N|N|N|20031217|99991231|Y|N|N|N|20110304000000|N|
I0051|Smart Computing|E|기업IDC|1||||N|N|N|20090708|99991231|Y|N|N|N|20110304000000|N|
I0052|SMS|E|기업IDC|1||||N|N|N|20010101|99991231|Y|N|N|N|20110304000000|N|
I0053|TT웹호스팅|E|기업IDC|1||||N|N|N|20020905|99991231|Y|N|N|N|20170602003000|N|
I0054|TTMall호스팅|E|기업IDC|1||||N|N|N|20020905|99991231|Y|N|N|N|20170602003000|N|
I0070|DDoS 우회차단 금융|E|기업IDC|1||||N|N|N|20100824|99991231|Y|N|N|N|20170602003000|N|
J0001|유해정보차단서비스|||2||||N|N|N|20011105|99991231|Y|N|N|N|20110304000000|N|
J0002|고정IP|||2||||N|N|N|20020220|99991231|Y|N|N|N|20110304000000|Y|
J0003|두루VOIP|||2||||N|N|N|20110101|20110101|N|N|N|N|20110304000000|N|
J0004|두루VOIP종량|||2||||N|N|N|20110101|20110101|N|N|N|N|20110304000000|N|
J0005|무한대존서비스|||2||||N|N|N|20110101|20110101|N|N|N|N|20110304000000|N|
J0006|바이러스차단서비스Lite|||2||||N|N||20050415|99991231|N|N|N||20170602003000|N|
J0007|바이러스차단서비스Standard|||2||||N|N||20050415|99991231|N|N|N||20170602003000|N|
J0008|번들백업|||2||||N|N|N|20031217|99991231|Y|N|N|N|20110304000000|N|
J0009|번들보안|||2||||N|N|N|20031217|99991231|Y|N|N|N|20110304000000|N|
G0144|심플레코딩_50|||2||||N|N|N|20140508|99991231|Y|N|N|N|20140508220818|N|
G0145|심플레코딩_무제한(2년)|||2||||N|N|N|20140508|99991231|Y|N|N|N|20140508220820|N|
G0149|통화API_IMS실선_기본|||2||||N|N|N|20141001|99991231|Y|N|N|N|20141001222216|N|
G0150|통화API_IMS실선_자동받기|||2||||N|N|N|20141001|99991231|Y|N|N|N|20141001222222|N|
G0151|통화API_IMS실선_녹취|||2||||N|N|N|20141001|99991231|Y|N|N|N|20141001222228|N|
G0152|080메시지수신거부|||2||||N|N|N|20141001|99991231|Y|N|N|N|20141001222311|N|
V0041|일반전화 (호집중)|P|유선전화|1||||N|N|N|20161006|99991231|Y|N|N|N|20161006220315|N|
V0042|디지털전화 (호집중)|P|유선전화|1||||N|N|N|20161006|99991231|Y|N|N|N|20161006220317|N|
I0071|Oracle DB|E|기업IDC|1||||N|N|N|20130808|99991231|Y|N|N|N|20130808220812|N|
B0080|UTM 보안서비스|B|기업데이터|1||||N|N|N|20140918|99991231|Y|Y|Y|Y|20140918225409|N|
J0061|UTM 네오박스 X1|||2||||N|N|N|20140918|99991231|Y|N|N|N|20140918225411|N|
J0062|UTM 네오박스 X2|||2||||N|N|N|20140918|99991231|Y|N|N|N|20140918225414|N|
J0063|UTM VPN|||2||||N|N|N|20140918|99991231|Y|N|N|N|20140918225416|N|
T0011|Btv(IPTV_UHD_STB)|T|TV|1|090|IPTV||Y|N|N|20140918|99991231|Y|Y|Y|N|20160120221347|Y|
L0025|국제 IP VPN|B|기업데이터|1||||N|N|N|20151111|99991231|Y|Y|N|N|20151111220116|N|
G0162|안심번호(SKT유통망)|||2||||N|N|N|20151111|99991231|Y|N|N|N|20151111220143|N|
J0072|홈CCTV2|||2||||N|N|N|20161123|99991231|Y|N|N|N|20161123142025|Y|
J0073|홈CCTV2 라이트|||2||||N|N|N|20161123|99991231|Y|N|N|N|20161123142026|Y|
J0066|UTM 보안관제|||2||||N|N|N|20151125|99991231|Y|N|N|N|20151125220921|N|
B0090|Smart AMI_Master_FTTH|B|기업데이터|1|039|인터넷 [FTTX_광랜_FTTH]|LD|Y|Y|N|20160804|99991231|Y|Y|Y|N|20160804220440|N|
B0091|Smart AMI_Master_HFC|B|기업데이터|1|038|인터넷 [HFC_광랜_W]|HD|Y|Y|N|20160804|99991231|Y|Y|Y|N|20160804220442|N|
J0071|Smart AMI_Slave|||2||||N|N|N|20160804|99991231|Y|N|N|N|20160804220444|N|
G0109|기업MMS_스마트|||2||||N|N|N|20120308|99991231|Y|N|N|N|20120308204648|N|
G0110|기업MMS_스마트_URL|||2||||N|N|N|20120308|99991231|Y|N|N|N|20120308204741|N|
Q0001|I-fone_실선_IP Phone|P|유선전화|1||||N|N|N|20110101|99991231|Y|Y|Y|Y|20110304000000|N|
Q0002|I-fone_실선_GW|P|유선전화|1||||N|N|N|20110101|99991231|Y|Y|Y|Y|20110304000000|N|
Q0003|I-fone_중계선(DOD)_GW|P|유선전화|1||||N|N|N|20110101|99991231|Y|Y|Y|Y|20110304000000|N|
Q0004|I-fone_중계선(DOD)_IP PBX|P|유선전화|1||||N|N|N|20110101|99991231|Y|Y|Y|Y|20110304000000|N|
